AGENCY_ID,LAST_NAME,FIRST_NAME,MIDDLE_INITIAL,GENDER,ADDRESS_LINE1,ADDRESS_LINE2,POSTAL_CODE,CITY,STATE,COUNTRY,PHONE,INCOME,NUMBER_CARS,NUMBER_CHILDREN,MARITAL_STATUS,AGE,CREDIT_RATING,OWN_OR_RENT_FLAG,EMPLOYER,NUMBER_CREDIT_CARDS,NET_WORTH
Jej10457,Jejnxkwpuikc,KUFLSFTPR,t,,mwhmxgvnhdajxzskqcxbiqvieqgmudpq,AQCIYXQDIUNPTLTKYJZLFOJKBNCIONSC,mmxlwhizl,Cedar Rapids,MD,United States of America,1-920-476-1894,417904.0,4.0,4.0,S,77.0,379.0,O,Raytheon,7.0,3498981.0
Nze10458,Nzeyqmniftdrtpjhxwoa,Bbekvykpnuzfbr,,,YPCVEUADBEUOYVWQCAEPENGHJDIFCDKMXGEKJKR,Nwlhxgixrvkjvlxkiwawpddefdwnwokmddnjymfhfbaadvfqmrkcpkixpgklcwkkobwlyefkpt,nvfpsxlu,Jersey City,TN,United States of America,1-462-885-6089,303311.0,5.0,5.0,M,49.0,779.0,O,WellPoint,5.0,1329646.0
Noc10459,Nocoeftgxraxidxxy,glrtrcngcljswommpqnqowzoiwn,M,,ugcrjrfqlgrimuajoiimldtfyauaybefsss,Nkmdftdowolvluvdfomubffoumweuylsopkqypnvizkokweocpbmrexlhjeyoiebicbgcplpsfbwcbh,Chsmucdpua,Baton Rouge,DC,,1-971-127-5937,416069.0,1.0,0.0,U,8.0,,O,,9.0,1012510.0
Low10460,Lowsdpfjylkzqsvv,EXWOYLUSUQVWHRTEDOLSSJOEAFQBTY,y,f,ICPDVCBNAVNPUYDJXPKRJLAOJJMNMLKNDRJQE,WGHUQXXIVYRADKWQUQKOGBKMQCHEKKISUEAIZHHH,Svzsbppvw,Tempe,Prince Edward Island,United States of America,1-778-748-6906,45720.0,2.0,2.0,D,23.0,442.0,O,Harris,8.0,300874.0
QXX10461,QXXBFASXGRUFDAWRJNFUJ,Zgulvkhmay,,,Ghggtkwjpeolfkqpyfofrtwnvuphddhritmqtruqqzvawhmwghac,Fjyewegmrtzpqzbdpkmdexvwmpbbqolgykcjfevwlfuxobyuhcadkxnxkmtplvefcluyhyjxsief,QRUQO,Warwick,TX,United States of America,1-646-722-9864,191472.0,1.0,1.0,M,17.0,447.0,R,Polaris Industries,9.0,2588995.0
wja10462,wjabqggdrjgjtsvfptxxuz,ETCZAWTAVXFCOFA,,,Fcvziphziduvjxksbpodwpcpmmstndublkqkui,Spuexslkftqqhzwoxxxbpjdqhtatbgqtyqcvrdloawkffkzkovmzcdysnaizskxuyazhagrcfsppwo,WNWXEIJNPAX,Burlington,New Brunswick,United States of America,1-292-450-9532,277693.0,,2.0,M,10.0,339.0,O,Church & Dwight,8.0,1864152.0
KVX10463,KVXETVVCRSABDQYAMYTEIJB,Gwfyabtcgetgmjzhm,,M,DXVVIUMPLPDMWZCKMGMKSHVGPCK,YUYYWTEGRLKTKHRBWRLAVAFKLTJLJX,WOIEGKQM,Saskatoon,MS,United States of America,1-168-162-2548,123681.0,3.0,5.0,U,11.0,369.0,O,Pepsi Bottling,10.0,1753166.0
dsz10464,dszeppsq,Wxrciexjphyjclthixnasgevm,,,Idocfarcvygecpozdpohdcpdhwosrmjsmhdxighbjdwkgtsocccsghzxbroxiilunztaz,KNJPFLKGJJBZJUDJMQLYHORKBPOQY,OFOPUZKIDO,Hollywood,UT,Canada,1-009-878-2716,346955.0,5.0,0.0,M,17.0,764.0,O,Piedmont Natural Gas,5.0,892466.0
ash10465,ashyjcqxgtrkxwjbuyulyvtqm,Jznriolrvg,,,FRJBVHOBMBCCQCBELSFKPQHJEXFTFNEUBQHJNTZOKYWPPIGZRI,TIVFNOJAOJFMMS,kltrz,Thousand Oaks,Alberta,United States of America,1-668-916-0990,449591.0,0.0,4.0,M,14.0,552.0,O,Leap Wireless International,10.0,820298.0
Exr10466,Exriiajacorhm,Ediqmztstdcpknjturps,,,Ftkfyrryoyvgqoczjsjunvncndenqupxhfyeiswdjghlcigpgtmlbtdsuhffrdgemkucpq,Xwnalpbgagyoltepkltoyuwkoftkjifkxjdiphf,,Minneapolis,Quebec,United States of America,1-352-195-7073,282531.0,0.0,5.0,D,74.0,516.0,O,Interstate Bakeries,3.0,3691811.0
LGN10467,LGNECMXPWXMSUOJXBCKQLEWCDANMSQ,FKADETYDMFNSSURISJTJFMMFCPE,,,VBBUP,Wyfcqqxequvhkhxhduieagovtkuhcfhifllilpxhmafhhmrxmzojrwqzzugealoeizfpzugkdqrygfof,Oafxemzgscsp,Oakland,MA,Canada,1-336-295-6618,334904.0,4.0,0.0,M,59.0,472.0,R,Expeditors International,,3022699.0
ADC10468,ADCMKUDDRPHSEPEVMQUZDRYAVZU,mqqmrnrmlwwkirdjpl,I,f,Qcqvghvhzfmkeoehbiaudmucqvenjlqekuq,QTRWPYDBZHYSMJGJKGM,IWQPEA,Jackson,NJ,United States of America,1-252-406-8683,396256.0,1.0,2.0,M,53.0,599.0,O,NTK Holdings,3.0,2966366.0
gjb10469,gjbgshy,tgeejsromhfbtqng,z,,ssojrphclfmqbzihvjsneklntpp,Kedhkwvpsgffcabxgagkylc,,Fayetteville,GA,United States of America,1-659-207-6264,,0.0,2.0,D,72.0,820.0,O,U.S. Bancorp,8.0,3152210.0
TJP10470,TJPQMMNSTJVFSFOEGYQAJILSOQZP,irdsbdeequycjhcahzuy,,,wygjpgnldhfieiebjfpeyqhvaqvzbgitkwfflhfcccvzetumtwysnlevsbu,MWZTZLLDXLEIIFYGREJZEWCJVXUBVXTIHINGIC,,Rancho Cucamonga,HI,United States of America,,372180.0,2.0,0.0,U,5.0,694.0,O,Analog Devices,9.0,917067.0
Gxd10471,Gxdflqjtzvykvzaimvkopbrkckidm,jsobvwssxrpggtawyolituwflkrwl,Y,,Ykckixupxunpatgrusgw,Xwzrcxnlywwbswmcw,EPZHXFPK,Lowell,WV,United States of America,1-266-615-2663,265501.0,0.0,3.0,D,1.0,686.0,O,Avis Budget Group,3.0,2265942.0
EXB10472,EXBAOOZCHDHWMPRCSTUDNMPXZNXLOM,ZFEKWEJYQFLMCFSAMISMC,s,,QEKDORTISXTXJABJCPBNGCHTTGVRFZQUJVUIXMEFKXCBOMSHYNTA,YTFWJRBILZBFEJBNHJXNOQKQIZQWOIGWQLSGRLBASZXUHBTKSGAYSVT,Ieeio,Amarillo,OH,United States of America,1-078-159-1786,153751.0,4.0,0.0,U,56.0,526.0,,Ingles Markets,2.0,2249963.0
Uab10473,Uabyzjcsuysegklkwrrrcqidq,Rfmlesoteoebemkdtfcpqistnnejsj,,m,Nbmujfikrdnkioppywqjzxwfvuhxcdxjqdxyq,Vpnzzgmywtbmaardcnrdeqdhbhzdiroiumvxwqybcpucrxlmxzqbqwly,VUWXNFFXXBZJ,New Haven,ID,United States of America,1-694-724-2982,278860.0,2.0,0.0,U,42.0,651.0,O,Marathon Oil,0.0,892022.0
VMU10474,VMUPEIRHKZJCJTR,Uvnxmmgqxsetnfrydpdmckkeoeukn,,F,TITFLSNCINOKYCKAIMRWQLASAJ,Hkbnozypbbdnjchiszkoyfklpuflxodqwzoknpawqxzwfpupdm,WRAFQDXKO,Virginia Beach,AL,United States of America,1-537-619-3188,219172.0,2.0,1.0,M,75.0,586.0,,Weis Markets,3.0,3250265.0
SQW10475,SQWIGGHJJ,Kloyaiffsredpuudztckasvec,K,f,PSINATSBFNRBHRRWHGJKLRFDTODOXRA,zpvaexufshprgipcjpsadgsuugwrmixptwyiw,Hrxnpcw,Montgomery,WY,Canada,1-432-253-7865,184886.0,2.0,3.0,U,37.0,693.0,O,Tenet Healthcare,,
ecw10476,ecwkbofeehfqcxyjkboerolea,Alqjzmvdvqxeejd,,f,LBNKROMHBRHLABJQUKIFL,Azhdwodecirrsivldmwglirgmozbcbwhmrzrghmrqbjqrw,Yvdbxgqiubx,Pueblo,NY,United States of America,1-203-159-4639,320403.0,0.0,4.0,M,17.0,837.0,,Sunoco,5.0,492719.0
Ryb10477,Rybdjaugieevcqbutk,Ujsbnfddthryttiyyixtvv,W,,Yywigwphxxfeowpvmmigvmhjjs,,PPUSKOHH,Elizabeth,IL,United States of America,1-538-685-4002,159136.0,2.0,3.0,S,33.0,566.0,O,Graphic Packaging Holding,1.0,142197.0
QVL10478,QVLZKFXLNEOUQTZALKBOGQP,YMKBPNO,Y,m,Iupdghqdtxsjsfpyqjfbatvntojhrmmcivjndymjftmzmlyfgfpjcbwip,Faneogrffyjlmk,RVUNY,Stamford,UT,United States of America,1-553-254-8990,370758.0,2.0,2.0,S,6.0,761.0,R,Asbury Automotive Group,5.0,3960916.0
Hfl10479,Hflfvnjppu,Frakcfmwjpevrpqs,C,,Abqwihddzfxffwkmgzvulpfrhiktqrmgdosyrjeailzdcdxzmngcyzeilqlpy,zblvlgczlnycbdicgkgufiawaccthqxuxzoxxxqswt,giqxbof,St. Petersburg,CO,Canada,1-482-663-3113,157135.0,2.0,0.0,U,,451.0,O,J.M. Smucker,5.0,3838072.0
Elm10480,Elmygdafnjbjmzcbhvbvessysqlnd,Fvwujxnjudoybsuazk,,F,MBPZPQQWJFGLLYIRUOMEDEMJDYTOFCJIBDKRWHUEXYBCBYHLOOGDTDZTPHMTUCITULQXMJWXJF,Mnoegeocgutpwcgzfjbpqhsuemlorabcrbxfpejfmqxqnv,Oxbxqx,Overland Park,SC,United States of America,1-516-213-2705,73196.0,0.0,,M,1.0,,R,Group 1 Automotive,3.0,1141464.0
Unl10481,Unlttgkk,Brxbniwcuihuxonecgdc,,M,ASLRQXJFTROTIRJWKHJOOTSGAGQCMVVSLZIOICXCGDYYVHMRPPDJDOSVMLFAZMIGHSYANGSTXMREO,smrsnxggus,kddkgebv,Santa Clara,Saskatchewan,Canada,1-208-073-7226,123929.0,0.0,2.0,D,13.0,399.0,,Asbury Automotive Group,6.0,1869632.0
VSO10482,VSOELPNNF,mwofjtepvsjusfoxyk,,m,OQTKSFIGDJITGOK,Jnrmrsaecssssqxfra,Myymicj,Elizabeth,NM,United States of America,1-672-735-8071,241010.0,5.0,4.0,S,78.0,506.0,U,Dole Food,5.0,975838.0
QOO10483,QOOTFRSWNGGLKYPMHVDUFEEGN,bqhtqytfokrohjvrbsx,,f,fwmzjdxncwdvhhluhfpotomfsvqueez,Phrgawuezdvanl,btsaczswgmlk,Sacramento,IL,Canada,1-047-024-6509,261831.0,3.0,0.0,U,59.0,403.0,R,PHH,9.0,3147273.0
LLL10484,LLLHCOQMAZWMLZHMA,FMSVJERBEFULRZOQOU,,,LCCASVIDHXJILCUGYRNSYLW,qbgwebfmnqbtovqotfanepkliogwrfjjxg,Aujifmpfm,Glendale,New Brunswick,United States of America,1-665-791-4227,92300.0,5.0,1.0,S,,797.0,O,Kansas City Southern,2.0,1466924.0
Igl10485,Iglditljlmcqvpaqkdcgyqgfsw,OLJUZOZLOCL,,,zarkbpgauklhllkyyucyrdqbfhhhwlgfcmoerabviuzpyjnpofjcjfbgjbctgkzmdyjswfn,dvcyrcggqofwsmatyrlroqtrxqhbbjypjqiavhszkxktgwhgsmeqocikwoopyrxgbijzusavm,AINCMWY,Salt Lake City,Quebec,United States of America,1-686-732-0895,2100.0,4.0,3.0,M,97.0,764.0,O,Northern Trust Corp.,1.0,2988300.0
Qdc10486,Qdckaqipwfuncxabpfg,dscrlmrehlhg,,,RSZTJPWKPULGPOLBOWLCJJKJHPPWGRTKPRSCKULJXJWDHDOZKGKEYKN,Wcqricrdmpdgxtrzqlywrkwgtidgesmasbwthwfqriturjsuswwqimqolnouqlgqgfeyas,Oncvqmebjee,Lewiston,IA,United States of America,1-195-878-4378,355124.0,0.0,0.0,U,79.0,821.0,R,Kennametal,10.0,1128525.0
oiy10487,oiyzwg,Ikhfbaqnazgdcmcwpynclvlujxkysg,q,M,yfnyqzqxzkbiqxnwdb,Aujaqwwckalglphlrvnvexhetwtfzmpcubrwhthhgwxqymqrpighwmgwaditjd,Bwpvbkipjuj,Ann Arbor,WY,Canada,1-093-417-5014,365963.0,,0.0,U,89.0,304.0,O,Complete Production Services,0.0,311354.0
Qql10488,Qqlxvdtefphpyxfe,Dfuvthpog,,,Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,rajqdgeoolttpkgwaprcodnjrxkuuxhryqcyxvmeikvxrpwwcqjomdetnwxhrbrtc,uqjeirjo,Sandy,WA,United States of America,1-162-727-6072,56692.0,0.0,3.0,M,72.0,751.0,O,Harley-Davidson,0.0,3129482.0
dbm10489,dbmgrkxfqawypsfjfuvkehypb,CFGNGBMDASKUJVXQP,A,,Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,Dmvvvkahdeptwdksnoxlxnczuyduuwxelmcqfe,Qdtzptupft,Fullerton,WI,,1-440-019-3506,149062.0,5.0,1.0,,34.0,690.0,O,Baxter International,1.0,1256546.0
RKZ10490,RKZHSILJSOS,PMQBQWFOPFUBEFG,N,f,bmceqozphikeqlvbqslxbl,PPICMQZATLHKTSTTVBOPJQMGIBOJVVRWCLYHWBRNUKPLNU,Myvuvsrff,Casper,MI,United States of America,1-359-752-9970,26552.0,0.0,1.0,U,38.0,648.0,O,Family Insurance Group,8.0,3759146.0
SRC10491,SRCPBPID,Hfltequozjmdnylkfnbucuzcv,Q,M,Sanooliqxgrkapfhlcypg,PQLVGXVOICSIIGLKLVVAZFTPFFVFVGFSTNNHI,xgbcjsxwowd,Idaho Falls,AZ,United States of America,1-002-835-6543,400993.0,1.0,3.0,M,98.0,312.0,U,SunGard Data Systems,7.0,777785.0
Dvz10492,Dvzveo,ismdllildi,,,GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,REZMHCBLQNLNLKFELYZQPSRKSLFFSBCMXOTHXBBGBSDNDSEPMUHKNJ,ikpup,Waterbury,MA,Canada,1-490-362-7884,205214.0,4.0,1.0,U,99.0,588.0,O,Hovnanian Enterprises,3.0,332113.0
Lrw10493,Lrwhmoopnxgizaejfgi,Vcvwhqcwkbtsg,,M,,tdxfkarhwxubgouzbh,Vqcmo,Providence,New Brunswick,United States of America,1-317-297-5660,44352.0,2.0,3.0,M,35.0,577.0,O,Annaly Capital Management,5.0,723469.0
CAW10494,CAWUDRMSDNGCRPZU,Rgbvhrohisiixo,,,Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,COSLZVIAYXBJJAPIXOUNNBUVPFCZHEIGDIVMREZVSFGCVFCGHZEIUNGHCXJUSEINREOVHJLQQBUF,xtajcsszqtu,Jersey City,WY,United States of America,1-930-001-4625,462500.0,2.0,2.0,M,51.0,437.0,U,Apple,7.0,1925817.0
Jnx10495,Jnxowgqjofv,Legurpdyakjxv,,,Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,OIKZQAPWTTPGBSIAQEMCZGBVNSOGMFIQDVTAZFSRUNJDUBTYCIPRDKRJRDIJEUOXKRQLRVU,Qleoqdenppxb,San Antonio,TN,,1-143-039-7450,25966.0,0.0,5.0,,44.0,632.0,R,Kla-Tencor,2.0,1304451.0
Tlw10496,Tlwagkffuoskqtcjuzzfxds,DXPDFZDJAWEIGUOCT,B,f,Diirxqamjmlghsbpqhjndpgqehvatvrat,Iaqbpdgjp,Ktjigonaj,Vancouver,MT,United States of America,1-314-434-3785,121914.0,2.0,2.0,M,49.0,509.0,O,Starbucks,2.0,2996386.0
rpc10497,rpcqsxwmuauacvhstzgnx,Tbulrdbplcvzaxdrrnslxfsfwv,,,,Ajoqba,KXLLGOXRZCT,Dawson City,Manitoba,Canada,1-131-333-0387,351571.0,3.0,4.0,M,55.0,427.0,O,Commercial Metals,5.0,
owh10498,owhbtubfpdjsvobtgiyzsioloemy,YMYVRTMRYATXNUNRZDN,H,,Ozioppjgq,FWSDKHEUIVTPKWOGLQTUOTGOQHCVWQKWVCDDECUQGVVXOSLMQHOASOO,Hlgzkwnwn,Manchester,KY,United States of America,1-359-181-6492,293214.0,3.0,2.0,U,31.0,586.0,U,Oracle,10.0,2621354.0
mxm10499,mxmylnyllesks,Hcfocrttoeewhyutbdxrv,,,LAVANNJMICRCCFNPLEHZTEZMAMAAFOGXSMMSVVOFUEBFRENUPHHPFUHVSXXFGNHVJJGJ,jedmojqmqqwiodsxdhcnhudmemapcelbjkumkal,sjfav,Windsor,VA,,1-064-322-7920,,5.0,2.0,M,0.0,841.0,O,Bio-Rad Laboratories,,1131976.0
bql10500,bqlsyqbw,twoersifywsyhdvzhmdpstmae,,F,Uxnfndlozed,Msygbxnlgbomjhiqdcdrfhroulrsdevdrxmroxnxarbmumlijjleulcjwzzepsfbvrs,YEHANYHADST,Cleveland,Prince Edward Island,United States of America,1-106-764-1275,445755.0,2.0,2.0,M,11.0,826.0,O,Applied Materials,,2051517.0
Rdm10501,Rdmgimxxaavwtvuuhc,Cjndmnvbavp,,,FSDWARJLLTYTRBPXOCDYLIZFEHCTGQLZXMURLHOJOUAYTFQECEIYAMQ,Tunkqvluuxhpslohns,Ebpzjbp,Simi Valley,VA,United States of America,1-393-849-8422,386941.0,4.0,5.0,M,13.0,714.0,U,NYSE Euronext,1.0,41155.0
Ztu10502,Ztuueox,aellv,,f,Qhlratefcerdpvog,KOKUYLSXVJHJFMLWROPZTJYUYUQHNYAMHDXCDPKIBC,azorvplxamgm,Santa Clarita,NH,United States of America,1-955-979-2702,480153.0,3.0,5.0,S,72.0,346.0,O,Thrivent Financial,7.0,2555211.0
Pnd10503,Pndbkdspbhygqi,Gydbjkrxnhakwswd,,m,tgqdslrvkbdfbxjyykgbycfjzqjgoqllqffafehpxh,LTPNXERSYCDSWDLCJSXAXRNKGKZUFZTEDHNZWRAHZASCIMMEEECE,ymeebxl,Overland Park,SD,United States of America,1-281-614-1836,471247.0,2.0,1.0,M,86.0,,O,LKQ,9.0,2372879.0
Qph10504,Qphehkzpzyziffjihz,Xtzgg,h,,hvflwjdhzirsoporcofajldfdvywppvzjhrlxbzzzjtszeomuchtujgrtxmgibpxrghallhua,Kwrhwlgx,khkcptl,Calgary,CT,United States of America,1-078-035-8283,411758.0,4.0,,U,87.0,541.0,O,CommScope,2.0,2176757.0
ede10505,ederwwezbxmlmhvwrpx,Stnyqiquwmziwfuqrmzdirtqyyqdxs,a,M,zzuywershwwnvdrfvnnzvdwoax,tgofhyhfwooinpyrlmuqqohqcpqiptnqbfmzksxjfivih,UUWQZ,Biloxi,CO,United States of America,1-287-260-0233,214286.0,3.0,3.0,U,20.0,323.0,R,KB Home,3.0,1503313.0
Aqd10506,Aqdhwu,SDNAUEMFBVUMQBBRVOIEJN,,,Zxyyiymdeidguavoxtonfwlcrcvqtaotlclqsyzxwdmuohnuvqnyvgkmywvmuhtsbluxko,Hfpylabechvvkfwdjjfofizggizswnvf,rrrhnzo,Austin,IL,United States of America,1-510-375-4589,205176.0,0.0,2.0,M,72.0,320.0,O,Lincoln National,8.0,1684590.0
qit10507,qitsbuluqfkfajsdbor,Pltpwshulxmklucczer,r,,phlwlgzvuvgwhjjabvkslqwaetodbvpfdinrdjbjyzartrzffpeeiwqagarfko,vqzyejaaqanckgpkjnwfugxxuihdpcmxlgcaeottwmwttjsjiqisnifavdbvxpfhn,Pnchdsqtcw,Santa Fe,KY,,1-915-729-4693,322778.0,4.0,2.0,M,58.0,763.0,O,CenturyTel,4.0,3964982.0
QOI10508,QOIYSVKCDHDIDWBATUD,Pimjvyheskwlg,B,,Ikcdcpvrefaggofrnlgbjovupkrogdktvzcrkkvzoollugosuluyghlslserenwqhvyoyhefkz,Baoajqrzkstsphm,SGWPAMRVUZ,Anaheim,FL,United States of America,1-109-063-2840,139785.0,4.0,4.0,U,1.0,827.0,O,General Mills,0.0,1835697.0
QYN10509,QYNDT,rexbummpjzxpkigkivud,,F,OPRMMHXXCGGYYDGPCHVLNKQDNPBHWIPUOPLNGUKOIT,eshkjrdqsjqslshrlqr,GIECC,Mobile,CO,United States of America,1-435-525-6666,210510.0,1.0,3.0,,19.0,550.0,R,American Electric Power,9.0,1306818.0
VQH10510,VQHPUFBQAUOHKGRCTBSPBJBB,Pgbtzqjqnusehmileyeje,D,m,Pciopjjtusrerlguzmawfpddkhwvhr,Mqjrxuwixwpfgliswqxofbuppfercwwvyjooxelgdzrayxypgsgznornro,Kxeqju,Biloxi,MN,United States of America,,259393.0,3.0,4.0,M,82.0,551.0,R,Yahoo,,1217112.0
OSG10511,OSGKDFOLLEEFMAFOYIBDFXB,EMZXCNXIIUIRWMMNHWOBWWYZ,,,NVRWZAESOXXVA,Ejivnhzfmtugxlej,Uuepbqli,Mesa,TN,Canada,1-424-485-2345,61205.0,0.0,2.0,W,26.0,374.0,O,BE Aerospace,0.0,86992.0
ggq10512,ggqiericsimcabybvl,QJBJSQLTGGZTMWBCXAUOBZEECF,u,,Rmxevomlvgntatmvhzahyfbxydmntpjruxcczm,Efmheaagmbgvez,Bygovkewgul,Saint John,CT,,1-475-253-5367,25654.0,,3.0,M,,395.0,,Electronic Arts,1.0,315390.0
TXY10513,TXYJEMUJIXDIJDKJDMTOONPXLMH,Ypeuzvgrv,,,lnhmttwnsbhpgqlflhdxvczofpylgblgeqsaugddsxokerxecncipdxavanbuhynnuwm,Jfamauauoozclggwbphmprubvkkbnmss,Bpaqr,Detroit,MI,United States of America,1-949-641-3892,330696.0,1.0,1.0,S,59.0,495.0,O,Anadarko Petroleum,2.0,3111503.0
eoc10514,eoceqoobttdltyxakcurylnjsd,LTDULMSIIINIOP,B,f,RSJNYSFKUHWLGSCEZLHDFOKDKSCSGJKDZBV,OTHNWKSJSOCPFPSCJJDDBBK,SZABH,Brownsville,Newfoundland,,1-142-938-6859,426441.0,1.0,4.0,M,68.0,,U,Ferro,6.0,1159838.0
Vwl10515,Vwlquffjewnjnecyndg,sndncvfewpvtitiymtnfnwqnq,,,XUNFCLFDKAEYKRFMXMPDCMO,oulqllxbowjdtiexzlwcbporwswsveiqucibtzyaikivipdavwazuesbqozrwe,hsfxjbdqh,Saskatoon,Manitoba,United States of America,1-162-491-6572,170971.0,2.0,3.0,M,19.0,543.0,O,Snap-On,4.0,2545709.0
Rix10516,Rixqireocwworucswyspclvxg,Gvbaicfocknjmtybfcpuyjtqkmn,,M,Mgtexvenfypwrufxctzhirskhrqwcnqsaewnfmtldbelslpxumeyqdesdbfcwly,QKFAGPBGTDSBKYOPSDOICIOSKGKMHBUXFBYRXJPGYEDBRMMZTS,Aecgg,Lincoln,ME,,1-785-767-0765,186561.0,5.0,3.0,M,,643.0,U,LandAmerica Financial Group,0.0,2949189.0
CCY10517,CCYWOMEUT,zfwhzcy,,,ZXJTSDKCVHYNICRFHNJYYBKGERYMJGKSPCIJUDYONLTRJRGMCFGCFSFHCCYLVZJVAMPWCNHUDYJHFLJN,msppqqwomofmstcqlqauqnhugamglepohiysebabkhsrahapoonawnjp,fezbkv,Burlington,IL,Canada,1-503-516-5670,12339.0,4.0,3.0,W,10.0,494.0,R,Northeast Utilities,0.0,2862271.0
IJV10518,IJVHTDLPF,imrebyfbruaiobkbffieftbpdjrm,N,,ncwjnkjgurlwhbpehzcwtlphzhgjrwhfmfitvbjwqcxs,fsamgcswholsdeziyfzddjhzsbjoplwhoupgcydxykzbejbldsrtwcl,Romfg,Paterson,ID,United States of America,1-803-595-7790,8994.0,0.0,5.0,M,44.0,385.0,U,D.R. Horton,3.0,1694009.0
DFC10519,DFCABPK,iothohgycaqewpuzqsyz,,,ARJVEZPOFAMBBSYKSRMBDKUIOPQSPFIMJ,Qogekidwpdmzhjfkepqp,Xjpbwj,Buffalo,CO,United States of America,1-771-841-5543,320127.0,2.0,1.0,W,24.0,306.0,O,Blockbuster,5.0,1879331.0
Tld10520,Tldsnbay,Bptdwunaoauudnnqe,T,,XTTRHBDQDXPNLZRFALZYDPVMMTKWULSQRROZTCPJTGNRP,OXNCKEPIRZXFJEAUWMEWWRHQFVKSGREQBXVESSFETDRCJJHSIYHCBIBAZGPLXTWWPIDSUGNA,Chxszittie,Las Vegas,DC,,1-842-363-1338,190355.0,5.0,,M,100.0,738.0,O,,8.0,2512651.0
njk10521,njkoohbybfynkwnfsewzmyg,arogizoeqqxoehohsssuxrfybmnk,,f,Scxmhokdftgypkrihnccgkzypgftitznqqtfkoexkudxusbxzrwbaxiovqjekgwivtpnnvpogmkhdmtr,JFOVFRUVFACIWQRCCECEHBNLWQLYQFGRBTKATRAPETNFVALLEJYWRBOMVSUSNXVKXIJUJXGRE,eutocwious,Montgomery,HI,Canada,1-795-000-0053,123084.0,2.0,0.0,M,57.0,599.0,O,,10.0,1682173.0
VIK10522,VIKHJLUBYAFINV,Uuytaxwcsujlwddjrpchgjvmra,X,m,rkcpzejiyckhkgqadlcbfavnwquzwsrdpslyrpfgeuyzasn,Rzzmdwknylnjsytadtxardispkmcmpfuewdhahlkwnzigsldnjxcddfwlreoxijmcuajgqqpjfrhmof,eldmxmjqz,Dallas,WV,United States of America,1-191-936-4702,455876.0,3.0,3.0,S,87.0,768.0,R,Crane,10.0,2311471.0
PPS10523,PPSKYOJNUDPW,DXPDQKSZMCSK,,m,CPOFMBOTQ,Ohirbjrxkeytpij,QBOIOHJIJF,Hamilton,AL,United States of America,1-167-765-9990,78682.0,1.0,2.0,M,65.0,763.0,U,Cliffs Natural Resources,10.0,2193061.0
TXY10524,TXYXMDGKGFMKI,jhurpf,,,LFCQTCMHMWCSRHRHUFKBCNZCGASZGPAVXZOTOLGACSTNYEWGTAEGPZQUIAGYCWJGJGRONNLH,UNVKUFAJXVENJHYAPMRUL,DCGNXZMVAN,Garland,TN,United States of America,1-320-038-7270,239752.0,0.0,2.0,M,76.0,431.0,O,Progressive,6.0,2533115.0
bsc10525,bscwdqvbaxgpl,Yrenakaaxtwvbvxyhbtaslynzqwtc,,M,Ymlmduuihdleowgnfiuwmlssjngcelndegoaoomfabigiavwnqunbvjzll,TXRBQBAVFRFJAPCBQLFXUIVMUI,Eqyjuw,Victoria,IA,United States of America,1-683-437-6672,,0.0,5.0,S,94.0,,O,Aetna,3.0,1018603.0
yyw10526,yywiwhuspqa,zfhmfjw,k,F,Ajqtmzitajntqit,Rihmdadanxbgqdpfvqdnorddvlzmcwqtoxcidjizpvwxedxvqkbozgomliszyjeaehtsgbkgvecq,Szvquqxcod,Charlottetown,MD,United States of America,1-394-071-2297,277109.0,5.0,5.0,D,57.0,729.0,O,Supervalu,7.0,2623616.0
RVT10527,RVTIXRBLIQMBGNVJTQYNXOSIPVZJ,cryugzemifrqegswvl,,,Teahiflncjnhvrrtroowpbupsbrqkmtjoqfoknvjqglpjsduhk,Zhcqujnaoo,CSVIIJ,Hialeah,SC,Canada,1-606-725-1474,332819.0,4.0,5.0,M,51.0,571.0,U,Diebold,0.0,1376267.0
Yip10528,Yiphmzajvg,ffswgzfucinhz,,f,WPCEYBLRPDXRXIJJGYBKZBIFBPYPZL,LMKJKLYDOHEJKLCMUEJLRLMWPPYLDVSVZYDEDJUEASPRDK,QTZYIJ,St. Paul,AZ,United States of America,,148175.0,3.0,4.0,U,,683.0,R,Newmont Mining,8.0,3046660.0
Hfy10529,Hfybxnfriraubdqidp,Kaeaooorzjaycxiali,,f,,Xbjqlustxqjijebcspsmmitabxhsrwhhgpwktystzqdnortegeecizokaplbpvyvscnbkhuvrb,GODQVRSEJABS,West Covina,SC,United States of America,1-163-783-2423,,5.0,2.0,D,57.0,381.0,U,R.R. Donnelley & Sons,,178207.0
